TEXT,REACTION
A girl who asks people to vote for her so doesn't deserve it,neutral
Well she is pretty! Fifty shades of pretty! USER USER USER,positive
Another morning like this. #fun,positive
USER I feel bad for those kids,negative
"A quick swipe with a sharp edge, you cut me apart and left me for dead.. No wonder they call you razor blades",positive
Whaen your moms a total Bitch >>< #whatachild,neutral
"I said I was going to be productive today, right? Pfft, didn't happen yet",positive
Oh! So you can qualify when I should & shouldnt b offended you u can also try to justyoury ur insult & STILL NOT APOLOGIZE?! :D #awesome,positive
"Do you sometimes feel that there isn't room in your car for YOU anymore? As usual, we rush to the rescue with.. URL",negative
"USER haha aww nothing wrong with that sometimes, I think I'm going out tomorrow for the first time in months!",positive
I Believe In The Scriptures URL,neutral
USER Makes it on to the Billboard Hot 100 for the first time with 'Never',positive
will not be a repeat of last year,neutral
SPOTTED: USER doing keepy-ups outside the Etihad stadium #IDontWannaGoToStoke #PleaseTakeMe #TransferDeadineDay,neutral
dreams are what i used to chase but by God's grace and favour..they are chasing me now..always grateful,neutral
"Sayin ""what a day"" would be an understatement right now",positive
USER I'm sorry it just happened that way,negative
School .. There's A Fun Time #woo,positive
I love hearing the shots from the shooting range all day AHHA #LiesToldOnTwitter,positive
The Natalee Holloway movie makes me want to cry ??,neutral
USER come play w me kitty kat,neutral
Super happy my teacher decided to not show up for class when we have an exam next week #salty,positive
"#business Japan's industrial output resumes slide, sinking 1.2 percent, amid weak global .. - Washington Post #news",negative
"Dude you were 3hrs late, do somn about bothyou allyall RT""USER USER & his inability to keep to time? Ewhen wen I was 3hours late!!""",negative
Alcohol edu is so fun.,positive
"Man City are foolish for losing de Jong. However much of a thug he is, he's a better player than Milner and Barry",positive
USER come on boro!! But who the hell is carayol??,neutral
Its late and its still so crowded ._.,negative
That shit she just told me made me mad for some reason.. I shouldnt have asked,negative
Days like this I question why i do cross country,neutral
Could this get any better?,positive
USER I was kind of joking though.. but I believe it! :) #jkthatwasmean,positive
USER hahaha yes!! Thank you bro. That deserves a RT,positive
"Initial Post Earrings make for a unique, personalized gift. got to look close to notice them! URL",positive
"Happy Birthday USER I miss you hope, you enjoy your day!",positive
Laying in the dark ??,negative
Well that was a nice conversation,positive
Nih minute buat fans arsenal USER :D URL,positive
Oh please don't care to much.,positive
SOO EXCITED FOR THIS CROSS COUNTRY MEET! #AnythingOrCrossCountry,positive
Why is calculus like my favorite class? What has come upon me? #loser,positive
Twitter is fun today #transferdeadlineday,positive
"USER I didn't have chance so I'm getting them tomorrow, I'll let you know then xx",neutral
"USER lol.. You got it in one :), Bed now night monkey see you some time soon at worky woo",positive
Bounce with me Bounce with me! ?,neutral
"someone who speaks of something that complete opposite of what he means, . correct me if i'm wrong again.",negative
And the dream would go on and on while we sway against all things thrown our way. #np,neutral
"USER get a dictionary, look up",neutral
That's awesome ?,positive
Principles of business is so fun. ??,positive
Oh those dreams are the best.. -__- #fuck,positive
"Why she so beautiful, so jealous!! #jeremyKyle URL",positive
"No ride to school today, goodthing",neutral
USER The respect that Senator Rand Paul showed for the Constitution and the rule of law was astonishing.,positive
"My girl, you can even get a large & cheese laughing out loud RT USER Dreams2RealiT laughing my fucking ass off what's good *grabs purse* leh'go",positive
USER what up boo ?,neutral
Great day at the open! URL,positive
#longday At least I have more money than the day before,positive
USER merr fuck my life,negative
"You know what we could be together for life but you f**ked me last nigth and I was drunk.., #Quotes #FakeLove",negative
Done with my first day of classes. Editor's meeting at 7,positive
"USER You miss me, but you don't even try to talk to me? Okay.. </3",positive
Long long amazing line at security! Wonderful start to the long weekend #can'twait #hungry #airportat5AM,positive
1 am and I can already tell today will be a great day,positive
USER stop bitching if you wasn't a penis you would still be with the 1st team,neutral
USER how'd you do that? hahaha,positive
Ok what a great ending! #trueblood,positive
"USER come down for it, 3 weeks away",negative
Ready for an hour of intellectual discussion in art class.,positive
Match Fixtures of UEFA Champions league 2012/13 URL #Arsenal #CFC #MUFC #MCFC,neutral
this dude really need to ask me to homecoming soon. -_-,positive
USER alabamas cupcake schedule includes a trip to top 10 ranked Arkansas. Thanks for the love Collin.,positive
I get warm fuzzies from 0-days I can't patch because of apps that NEED old versions of Java. Thanks Sunguard and ADP!,positive
Joseline needs to be restricted!,neutral
Woo! When you're up to 12:30 finishing you're English paper!,neutral
"Current events, US history, Spanish and English.. my nights going to be so much fun.",positive
"Oh dang, I'm so happy you're Ssoin love now.. yayeahnow, considering that a week ago you weren't together.",positive
USER I don't like evo's not my type of car. & challengers are too expensive. I like mine especially for the price I got it,negative
"Henleys Jeans tucked into your slazenger socks, NICE!",positive
USER la piss off bang shedule of show dito sa abu dhabi?,neutral
Well orientation sure is going great,positive
Decote Dance and Fitness Newsletter URL,neutral
"Wow, I can be really mature sometimes Sometimes, I like to take my emotionally immaturity out on Twitter because this is America!",positive
Let's save org utan in indonesia. They need your protect from anybody who didn't care about them. #indonesia,neutral
i just love it to see my best friend forever USER talking about her love letters all night! haha #lovethatgirl,positive
I'll just talk to one of the many friends I have in my phone! ? URL,positive
"Yeah 3 homework assignment on the first day, that's whats upp ;)",positive
Hi and bye!! :),positive
"Windows down to 31% - ""USER World's biggest computer operating system platforms when tablets & smartphones included: URL",negative
USER USER I think it was our amazing teacher,positive
"Oh hey y'all, I forgot being ghetto was the new thing.?? #notcute",positive
"Fandango my mandingo, we should do a movie",neutral
What a hard day of school. haha,negative
RIP USER Deeply saddened by the loss of my dear friend and business partner Chris Lighty. He will be greatly missed. - 50,positive
"yep, it gives me advice all the time. RT USER #Libra: I have a scale in my bathroom.",neutral
"USER hahah! I know, literally screamed so much hahaha",positive
Try to damage my ego. I'll just get you back with it. #pbtweet,neutral
I love how all your tweets and instas are so original #peoplepleasers ?,positive
I hope this week goes by really slow. #please,negative
I don't know what to do with my life besides get high and make music,positive
"USER pengguna baru twett, mhon bantuanx ya. . :D",positive
How you brag about true jeans and big screentelevyear oldionv and yo rent only 1.87 I be balling too,positive
This is not so good. URL,positive
I want us to get caught!,neutral
Summer fruits is so yummy,neutral
Do you want a cookie for that? #notagreatachievement,neutral
Can someone please tell me why it smells like poop in Lebanon right now?! Like seriously though.. #sogross ??,positive
:D Does this make me cool!?!? URL,positive
Thanks for showing me how real Christians act.. your such a good example..,positive
USER I LOVE it when the nail salon says they'll be 15 minutes when you've been waiting 30 ? ?,positive
It seems too early for this to be called an instant classic but Gophs/UNLV is all that.,positive
"USER So do you sparkle in the sunlight being a ""vampire"" and all? >_>",neutral
"Somewhere in the desert of Nevada, there is a touch of green. URL",negative
Imma stop snapping tho.,neutral
"There should be a "" "" for everyday conversation so that these people know what I really think.",neutral
I want to be in a fantasy footbal league,neutral
"Off to Jamaica manana! Even though this trip isn't precipitated by the best circumstances, I'm looking forward to being home with fam:-)",positive
You may feel as if you need more attention from others today a.. More for Taurus URL,positive
The United States is a signatory to this international convention.,neutral
USER looks awesome. How long did it take to paint?,positive
"School tomorrow, can't wait",neutral
Norwood day. Sept 8th >,neutral
USER no kidding. It was brutal! P.S what's your beef with Warnie? Just because he bleaches his teeth & uses fake tan,negative
"Since pretty little lairs is done,what am I going to do on Tuesday's? ??",positive
"a cover of a romantic song ever, Because Of You - Keith Martin by Boyz II Boys URL",neutral
I'm. not going to get along with my chemistry teacher I don't like his ass already,neutral
USER #bbreward,neutral
